q,r,solar,wind,hydro,coal,oil,gas,uranium
-6.0,-1.0,0.9785408,0.2999947,0.0944338,4.691974E7,1.956505E7,1.6035121E7,6888.8213
-5.0,-2.0,0.9175556,0.6163894,0.15700063,4.6904192E7,1629767.0,2.1061088E7,346846.88
-4.0,-3.0,0.82634336,0.96501374,0.081935264,4.9530196E7,3116648.5,4927303.0,67355.805
-3.0,-4.0,0.7177883,0.77932763,0.15134884,5.0105244E7,2724398.8,0.0,303100.44
-2.0,-5.0,0.60539156,0.7036338,0.10239129,4.5291804E7,0.0,2.4264152E7,11005.102
-1.0,-6.0,0.5005938,0.5363325,0.09347701,5.2635408E7,0.0,2.3005638E7,2000000.0
0.0,-7.0,0.4110902,0.78787255,0.1321902,2.9351472E7,5532393.0,4654001.5,59835.504
1.0,-7.0,0.4110902,0.5115251,0.11462833,4.3022256E7,7420545.0,4.1640984E7,34160.914
2.0,-7.0,0.4110902,0.97617686,0.17345425,5.8897764E7,7142149.0,3.5016696E7,77626.38
3.0,-7.0,0.4110902,0.3622265,0.05221811,1.4346417E7,1.7295092E7,1.6435071E7,1415500.9
4.0,-7.0,0.4110902,0.7725079,0.030640956,2405051.5,7415226.5,1.0925372E8,174223.47
5.0,-7.0,0.4110902,0.7774534,0.15679972,1.812358E7,6402614.5,9.4684112E7,150637.78
6.0,-7.0,0.4110902,0.79021597,0.054733515,4.4317664E7,2.4E7,0.0,110650.016
7.0,-7.0,0.4110902,0.5201832,0.18513621,2.0987322E7,8306956.0,4.1130408E7,485036.34
7.0,-6.0,0.5005938,0.862885,0.1793242,1.27637384E8,271514.97,1.1941256E7,60736.504
7.0,-5.0,0.60539156,0.58194923,0.047654137,2.14428448E8,357533.06,2.4733484E7,62203.863
7.0,-4.0,0.7177883,0.6875799,0.15107673,2.86877408E8,3424364.5,1.7182186E7,8777.476
7.0,-3.0,0.82634336,0.5891806,0.07535496,3.7224736E8,2610412.2,936150.9,98345.11
7.0,-2.0,0.9175556,0.3441062,0.19109839,4.02761536E8,2761672.8,3593980.2,1951.6482
7.0,-1.0,0.9785408,0.09383177,0.98,5.0E8,888592.6,0.0,149370.8
7.0,0.0,1.0,0.0869826,0.12701282,4.89477024E8,3007664.8,2.3343346E7,151038.69
7.0,1.0,0.9785408,0.36442614,0.10465285,3.77658976E8,748060.7,1.465314E7,122455.8
6.0,2.0,0.9175556,0.41732776,0.10533808,3.69230016E8,2147108.2,9656741.0,125757.86
5.0,3.0,0.82634336,0.21597362,0.1159116,3.08842464E8,702347.4,1.7006816E7,946689.94
4.0,4.0,0.7177883,0.0673687,0.065951385,2.47254752E8,2184046.8,2.4101282E7,1603300.6
3.0,5.0,0.60539156,0.1777978,0.18958025,1.95382688E8,3203148.0,2.4248164E7,1459598.9
2.0,6.0,0.5005938,0.8856733,0.24000028,4.1429996E7,1475366.8,2.2650434E7,117565.88
1.0,7.0,0.4110902,0.7524568,0.30000028,0.0,5825906.0,1.6310223E7,385482.06
0.0,8.0,0.34039086,0.9968858,0.06222119,4.6087068E7,7040570.0,4.2890628E7,287610.1
-1.0,8.0,0.34039086,0.503369,0.029131485,4.5573788E7,4212526.0,3.7475628E7,79775.39
-2.0,8.0,0.34039086,0.9353435,0.4400003,2.6456472E7,1.301028E7,8734024.0,53743.254
-3.0,8.0,0.34039086,0.6788864,0.4600003,1.0756709E7,6893486.0,8.3959712E7,24536.674
-4.0,8.0,0.34039086,0.6480481,0.025070881,5.9806668E7,6436781.5,3.7944848E7,31920.72
-5.0,8.0,0.34039086,0.8665955,0.18723641,1.0130594E7,1.6557964E7,1.4394047E7,385572.78
-6.0,8.0,0.34039086,0.8340488,0.015994815,5.245214E7,3251387.8,5.77915E7,146860.25
-7.0,8.0,0.34039086,0.598518,0.09805823,3.9981248E7,2.4E7,2.485598E7,211055.52
-8.0,8.0,0.34039086,0.80414855,0.10393892,1.5944852E7,0.0,9.8534672E7,143343.44
-8.0,7.0,0.4110902,0.32725048,0.4200003,3252880.2,6672442.0,1.1659804E8,248583.3
-8.0,6.0,0.5005938,0.6397429,0.11325254,0.0,2227523.0,6948629.0,236047.11
-8.0,5.0,0.60539156,0.6010622,0.10203969,9393506.0,0.0,1.3585486E7,989303.8
-8.0,4.0,0.7177883,0.51944685,0.32000026,4093820.8,2316601.8,6430719.0,1384236.8
-8.0,3.0,0.82634336,0.571444,0.12659599,3.641818E7,0.0,6261912.0,220693.6
-8.0,2.0,0.9175556,0.8340477,0.11115465,5.12526E7,640416.44,1.9273326E7,206662.14
-8.0,1.0,0.9785408,0.7340373,0.0741138,7733845.5,1.3214865E7,515273.8,87081.195
-8.0,0.0,1.0,0.5074678,0.17959487,0.0,1799358.9,1420664.8,3488.2788
-7.0,-1.0,0.9785408,0.77388716,0.08989934,4.3277048E7,465705.47,2.426366E7,23370.621
-6.0,-2.0,0.9175556,0.5886567,0.04837612,4.2428224E7,1809292.1,1.0870381E7,323140.72
-5.0,-3.0,0.82634336,0.5473094,0.19920179,3737520.0,374105.0,1.6972318E7,179160.78
-4.0,-4.0,0.7177883,0.5157104,0.026623772,5.6240088E7,1980824.0,2.3821556E7,183949.03
-3.0,-5.0,0.60539156,0.94539475,0.047979735,2.3389976E7,2957845.8,2.3998618E7,100229.36
-2.0,-6.0,0.5005938,0.8735491,0.17906259,1.3382444E7,952974.2,1.4906438E7,309418.62
-1.0,-7.0,0.4110902,0.8236325,0.025136124,4.7645392E7,24239.39,1.6894282E7,219975.42
0.0,-8.0,0.34039086,0.99006003,0.07906103,2.8128036E7,4066156.0,0.0,453707.9
1.0,-8.0,0.34039086,0.7239805,0.123388715,0.0,2.4E7,8545657.0,135651.94
2.0,-8.0,0.34039086,0.55677533,0.12572677,4.417672E7,6336791.0,1.4E8,49441.617
3.0,-8.0,0.34039086,0.09708452,0.14784792,5.6022988E7,2.0460772E7,1.1817306E7,1531378.6
4.0,-8.0,0.34039086,0.8790759,0.14170869,5.1937956E7,7509756.0,6.80866E7,163698.64
5.0,-8.0,0.34039086,0.6290699,0.08324755,1.5831411E7,1.6494372E7,1.3658533E7,114726.086
6.0,-8.0,0.34039086,0.64849293,0.07522505,1.2318861E7,7584842.0,1.1998728E8,276332.53
7.0,-8.0,0.34039086,0.6865498,0.061466858,776381.7,8654749.0,5.2493384E7,116103.555
8.0,-8.0,0.34039086,0.705673,0.098139256,1.3788605E7,8483393.0,5265942.5,1564389.6
8.0,-7.0,0.4110902,0.6769247,0.06536609,4.9243612E7,6698173.5,9261403.0,186861.16
8.0,-6.0,0.5005938,0.82328266,0.13648848,4.4454284E7,2031828.6,6447355.5,335142.06
8.0,-5.0,0.60539156,0.9268527,0.09414557,1.60769168E8,552637.1,2.238649E7,196653.94
8.0,-4.0,0.7177883,0.55788517,0.17095666,1.50799952E8,96998.2,1.0111552E7,202131.34
8.0,-3.0,0.82634336,0.69883883,0.086709455,2.55323088E8,3157375.5,1.2397385E7,114704.664
8.0,-2.0,0.9175556,0.35524058,0.011138921,4.61452096E8,579506.9,1019965.06,323458.53
8.0,-1.0,0.9785408,0.010804534,1.0,4.92159072E8,1577593.8,0.0,141679.98
8.0,0.0,1.0,0.09002018,0.10623937,4.7889936E8,0.0,4394875.0,429100.03
8.0,1.0,0.9785408,0.05742085,0.90000004,3.65259712E8,2104332.8,2.2919232E7,117616.65
7.0,2.0,0.9175556,0.5501714,0.1651738,2.87370368E8,427049.22,1.0338177E7,201441.67
6.0,3.0,0.82634336,0.6506138,0.025058163,3.40161152E8,3444843.2,4653088.5,81782.06
5.0,4.0,0.7177883,0.6255369,0.14502372,2.87984736E8,3534376.5,1.8786874E7,108448.01
4.0,5.0,0.60539156,0.57390606,0.13296434,1.8751464E8,0.0,1.986487E7,226052.6
3.0,6.0,0.5005938,0.5975933,0.22000028,1.10024752E8,78709.555,0.0,247361.22
2.0,7.0,0.4110902,0.7968871,0.013391157,4441327.0,7095459.0,8759499.0,469010.7
1.0,8.0,0.34039086,0.5013984,0.28000027,4.1916752E7,3509120.5,1.20548696E8,76600.71
0.0,9.0,0.28842854,0.9065857,0.043980047,5.3172304E7,6014828.5,7.8175776E7,68112.42
-1.0,9.0,0.28842854,0.7215525,0.09122782,4.0816504E7,2.4E7,1.3983182E7,234556.78
-2.0,9.0,0.28842854,0.65473056,0.42000028,1.8038022E7,1.967112E7,2.3041282E7,33108.062
-3.0,9.0,0.28842854,0.8170835,0.02095056,7820656.5,5263739.5,5.13566E7,70512.18
-4.0,9.0,0.28842854,0.95831853,0.036483135,0.0,7407069.0,4970742.5,50997.402
-5.0,9.0,0.28842854,0.8413577,0.14941145,5.2882808E7,1255446.0,2223954.8,171656.6
-6.0,9.0,0.28842854,0.88591295,0.02329318,3.1396374E7,4629275.5,1.0260136E8,4047.9312
-7.0,9.0,0.28842854,0.6911812,0.17695811,3.0430968E7,5046782.5,1.24233296E8,169814.12
-8.0,9.0,0.28842854,0.9166584,0.1300973,0.0,3569924.2,1.04415256E8,59970.21
-9.0,9.0,0.28842854,0.50243807,0.18501334,0.0,0.0,1.1843348E8,72936.85
-9.0,8.0,0.34039086,0.7011349,0.15573616,5.8492108E7,6107707.5,7.2429864E7,7748.2646
-9.0,7.0,0.4110902,0.940279,0.4000003,1.7352956E7,210420.86,7315725.5,171197.69
-9.0,6.0,0.5005938,0.8477736,0.15418895,0.0,0.0,1.2691071E7,386445.03
-9.0,5.0,0.60539156,0.91017485,0.34000027,3.799566E7,2036956.2,0.0,73535.29
-9.0,4.0,0.7177883,0.7257153,0.15891288,5.037032E7,204167.66,0.0,161368.39
-9.0,3.0,0.82634336,0.8183094,0.010767634,3.0837882E7,1930906.8,2.4377282E7,181307.27
-9.0,2.0,0.9175556,0.5995344,0.040952183,3.8655328E7,976678.7,1.4671158E7,27798.373
-9.0,1.0,0.9785408,0.6703035,0.16878894,1.4428083E7,7991422.0,0.0,39557.574
-9.0,0.0,1.0,0.83779955,0.10828857,5.13882E7,2491001.2,2.9407082E7,74586.65
-8.0,-1.0,0.9785408,0.56723964,0.14214028,3.401434E7,1.0165775E7,8217608.0,143654.56
-7.0,-2.0,0.9175556,0.53670824,0.13418971,2.442941E7,2754185.5,2.009217E7,69818.04
-6.0,-3.0,0.82634336,0.594308,0.12989324,3.1868118E7,3171355.0,2.1067596E7,170770.44
-5.0,-4.0,0.7177883,0.91941524,0.17255841,2.9698472E7,0.0,0.0,7530.844
-4.0,-5.0,0.60539156,0.6742611,0.12948023,4.6798504E7,4659749.0,1.6734753E7,98319.02
-3.0,-6.0,0.5005938,0.5168474,0.023752473,2.0733396E7,1902564.8,0.0,42721.85
-2.0,-7.0,0.4110902,0.78444993,0.019691868,5.930458E7,1319701.4,3728010.0,193770.5
-1.0,-8.0,0.34039086,0.7298074,0.04862518,0.0,0.0,1.5804489E7,41507.016
0.0,-9.0,0.28842854,0.5540885,0.04453876,1662030.4,3150563.0,2.264214E7,395646.84
1.0,-9.0,0.28842854,0.6175055,0.097405076,1.0506045E7,5408030.0,7.1661632E7,39321.4
2.0,-9.0,0.28842854,0.507895,0.01130577,4.0853348E7,7766448.0,9.9248168E7,114440.375
3.0,-9.0,0.28842854,0.86797756,0.022381391,1.7376222E7,2018064.4,6.7315808E7,296088.34
4.0,-9.0,0.28842854,0.76402104,0.14663222,2.6318542E7,411141.56,9.6044064E7,407032.25
5.0,-9.0,0.28842854,0.86809194,0.109159514,1.7255678E7,0.0,1.36902272E8,138519.67
6.0,-9.0,0.28842854,0.67926264,0.06092766,3.324163E7,6889656.0,1.31123664E8,162462.92
7.0,-9.0,0.28842854,0.7795296,0.08501053,840766.8,1.9425916E7,1.6959018E7,129740.445
8.0,-9.0,0.28842854,0.9882877,0.028586317,2.6541818E7,3551405.8,0.0,80316.984
9.0,-9.0,0.28842854,0.6229783,0.04279331,3.7313368E7,1977280.5,1.709736E7,1472588.4
9.0,-8.0,0.34039086,0.8067682,0.060944222,1.0383515E7,1608747.6,8046647.0,235736.42
9.0,-7.0,0.4110902,0.75968593,0.112648524,3.484026E7,3464031.8,4179574.5,101301.875
9.0,-6.0,0.5005938,0.7416421,0.025620218,1.1257748E8,3018469.0,2.1519368E7,198376.9
9.0,-5.0,0.60539156,0.73639345,0.17828462,1.55266368E8,101571.45,1.9236518E7,191659.03
9.0,-4.0,0.7177883,0.8819243,0.015460042,2.66031888E8,2159312.2,1.8644978E7,29919.703
9.0,-3.0,0.82634336,0.5190753,0.07000166,3.80437248E8,2684934.5,3371440.0,175502.53
9.0,-2.0,0.9175556,0.57469404,0.072457135,2.68917088E8,661549.3,0.0,349488.12
